1,10.0750284464604
2,10.2547209142878
3,10.4850290899322
4,10.7675115401187
5,11.0997881023209
6,11.4667046393683
7,11.8491874450634
8,12.2197522871265
9,12.5669047434033
10,12.8737822412303
11,13.1283594412916
12,13.3385384604945
13,13.4974089342446
14,13.5996747774747
15,13.6629457904801
16,13.7025625549486
17,13.7285052833238
18,13.748599060396
19,13.7581403686804
20,13.7667692438426
21,13.7680238978039
22,13.773012294378
23,13.7761560594314
24,13.7776727295862
25,13.7782169576756
26,13.779979006293
27,13.7784220885967
28,13.779462982748
29,13.7795569749665
30,13.7799914242889
31,13.7804339362999
32,13.7807290924178
33,13.7810569268733
34,13.7808288169195
35,13.7809171767107
36,13.7809761345259
37,13.7810155104364
38,13.7810417342814
39,13.7810592152663
40,13.781070876643
41,13.7810786556238
42,13.7810838446786
43,13.7810873062309
44,13.7810896154165
45,13.7810911561278
46,13.7810921839798
47,13.7810928696713
48,13.7810933270995
49,13.7810936322533
50,13.7810938358169
