1,7.21084851879894
2,7.32024962969632
3,7.44176122901192
4,7.59818796337314
5,7.76124207473058
6,7.95141942422949
7,8.1547190379424
8,8.37084643512099
9,8.61611921862897
10,8.86028966966298
11,9.12249401307624
12,9.38850032356653
13,9.68617775236824
14,10.1758421652631
15,10.4755612598147
16,10.7550130091913
17,11.0143109129335
18,11.2558468568649
19,11.4599459314892
20,11.6503135040991
21,11.8135852131034
22,11.9465794312854
23,12.064804663042
24,12.1610795935911
25,12.2379659697128
26,12.2986874016743
27,12.3505196407282
28,12.3939674150406
29,12.4272905487091
30,12.4553750513082
31,12.4763002489185
32,12.4950166087898
33,12.5055954580482
34,12.5181030504857
35,12.5269596489106
36,12.5344945216394
37,12.5402227474282
38,12.5446374037115
39,12.5475275041803
40,12.5500366569547
41,12.5535915819973
42,12.5555565336047
43,12.5531543853794
44,12.5549446062309
45,12.554531752736
46,12.5566801422261
47,12.5567676558575
48,12.5569970659223
49,12.557169621319
50,12.55798793365
